pin,sub_district,district,state
574129,Karkal,UDUPI,KARNATAKA
574141,Mangalore,DAKSHINA KANNADA,KARNATAKA
574142,Mangalore,DAKSHINA KANNADA,KARNATAKA
574143,Bantval,DAKSHINA KANNADA,KARNATAKA
574144,Mangalore,DAKSHINA KANNADA,KARNATAKA
574145,Mangalore,DAKSHINA KANNADA,KARNATAKA
574146,Mangalore,DAKSHINA KANNADA,KARNATAKA
574148,Mangalore,DAKSHINA KANNADA,KARNATAKA
574150,Mangalore,DAKSHINA KANNADA,KARNATAKA
574151,Mangalore,DAKSHINA KANNADA,KARNATAKA
574153,Bantval,DAKSHINA KANNADA,KARNATAKA
574154,Mangalore,DAKSHINA KANNADA,KARNATAKA
574197,Beltangadi,DAKSHINA KANNADA,KARNATAKA
574198,Beltangadi,DAKSHINA KANNADA,KARNATAKA
574199,Mangalore,DAKSHINA KANNADA,KARNATAKA
574201,Puttur,DAKSHINA KANNADA,KARNATAKA
574202,Puttur,DAKSHINA KANNADA,KARNATAKA
574203,Puttur,DAKSHINA KANNADA,KARNATAKA
574210,Puttur,DAKSHINA KANNADA,KARNATAKA
574211,Bantval,DAKSHINA KANNADA,KARNATAKA
574212,Sulya,DAKSHINA KANNADA,KARNATAKA
574213,Mangalore,DAKSHINA KANNADA,KARNATAKA
574214,Beltangadi,DAKSHINA KANNADA,KARNATAKA
574216,Beltangadi,DAKSHINA KANNADA,KARNATAKA
574217,Beltangadi,DAKSHINA KANNADA,KARNATAKA
574218,Sulya,DAKSHINA KANNADA,KARNATAKA
574219,Bantval,DAKSHINA KANNADA,KARNATAKA
574220,Puttur,DAKSHINA KANNADA,KARNATAKA
574221,Puttur,DAKSHINA KANNADA,KARNATAKA
574222,Bantval,DAKSHINA KANNADA,KARNATAKA
574223,Puttur,DAKSHINA KANNADA,KARNATAKA
574224,Beltangadi,DAKSHINA KANNADA,KARNATAKA
574225,Mangalore,DAKSHINA KANNADA,KARNATAKA
574226,Mangalore,DAKSHINA KANNADA,KARNATAKA
574227,Mangalore,DAKSHINA KANNADA,KARNATAKA
574228,Beltangadi,DAKSHINA KANNADA,KARNATAKA
574229,Puttur,DAKSHINA KANNADA,KARNATAKA
574230,Puttur,DAKSHINA KANNADA,KARNATAKA
574231,Bantval,DAKSHINA KANNADA,KARNATAKA
574232,Sulya,DAKSHINA KANNADA,KARNATAKA
574233,Bantval,DAKSHINA KANNADA,KARNATAKA
574234,Madikeri,KODAGU,KARNATAKA
574235,Bantval,DAKSHINA KANNADA,KARNATAKA
574236,Mangalore,DAKSHINA KANNADA,KARNATAKA
574237,Bantval,DAKSHINA KANNADA,KARNATAKA
574238,Sulya,DAKSHINA KANNADA,KARNATAKA
574239,Sulya,DAKSHINA KANNADA,KARNATAKA
574240,Beltangadi,DAKSHINA KANNADA,KARNATAKA
574241,Puttur,DAKSHINA KANNADA,KARNATAKA
574242,Beltangadi,DAKSHINA KANNADA,KARNATAKA
574243,Bantval,DAKSHINA KANNADA,KARNATAKA
574244,Karkal,UDUPI,KARNATAKA
574248,Sulya,DAKSHINA KANNADA,KARNATAKA
574253,Bantval,DAKSHINA KANNADA,KARNATAKA
574259,Puttur,DAKSHINA KANNADA,KARNATAKA
574260,Bantval,DAKSHINA KANNADA,KARNATAKA
574265,Bantval,DAKSHINA KANNADA,KARNATAKA
574267,Mangalore,DAKSHINA KANNADA,KARNATAKA
574274,Mangalore,DAKSHINA KANNADA,KARNATAKA
574279,Bantval,DAKSHINA KANNADA,KARNATAKA
574285,Puttur,DAKSHINA KANNADA,KARNATAKA
574313,Puttur,DAKSHINA KANNADA,KARNATAKA
574314,Sulya,DAKSHINA KANNADA,KARNATAKA
574323,Bantval,DAKSHINA KANNADA,KARNATAKA
574324,Bantval,DAKSHINA KANNADA,KARNATAKA
574325,Bantval,DAKSHINA KANNADA,KARNATAKA
574326,Beltangadi,DAKSHINA KANNADA,KARNATAKA
574327,Sulya,DAKSHINA KANNADA,KARNATAKA
574328,Puttur,DAKSHINA KANNADA,KARNATAKA
574509,Mangalore,DAKSHINA KANNADA,KARNATAKA
575001,Mangalore,DAKSHINA KANNADA,KARNATAKA
575002,Mangalore,DAKSHINA KANNADA,KARNATAKA
575003,Mangalore,DAKSHINA KANNADA,KARNATAKA
575004,Mangalore,DAKSHINA KANNADA,KARNATAKA
575005,Mangalore,DAKSHINA KANNADA,KARNATAKA
575006,Mangalore,DAKSHINA KANNADA,KARNATAKA
575007,Mangalore,DAKSHINA KANNADA,KARNATAKA
575008,Mangalore,DAKSHINA KANNADA,KARNATAKA
575010,Mangalore,DAKSHINA KANNADA,KARNATAKA
575011,Mangalore,DAKSHINA KANNADA,KARNATAKA
575013,Mangalore,DAKSHINA KANNADA,KARNATAKA
575014,Mangalore,DAKSHINA KANNADA,KARNATAKA
575015,Mangalore,DAKSHINA KANNADA,KARNATAKA
575016,Mangalore,DAKSHINA KANNADA,KARNATAKA
575017,Mangalore,DAKSHINA KANNADA,KARNATAKA
575018,Mangalore,DAKSHINA KANNADA,KARNATAKA
575019,Mangalore,DAKSHINA KANNADA,KARNATAKA
575020,Mangalore,DAKSHINA KANNADA,KARNATAKA
575022,Mangalore,DAKSHINA KANNADA,KARNATAKA
575023,Mangalore,DAKSHINA KANNADA,KARNATAKA
575025,Mangalore,DAKSHINA KANNADA,KARNATAKA
575028,Mangalore,DAKSHINA KANNADA,KARNATAKA
575029,Mangalore,DAKSHINA KANNADA,KARNATAKA
575030,Mangalore,DAKSHINA KANNADA,KARNATAKA
576101,Udupi,UDUPI,KARNATAKA
576102,Udupi,UDUPI,KARNATAKA
576103,Udupi,UDUPI,KARNATAKA
576104,Udupi,UDUPI,KARNATAKA
576105,Udupi,UDUPI,KARNATAKA
576106,Udupi,UDUPI,KARNATAKA
576107,Udupi,UDUPI,KARNATAKA
576108,Udupi,UDUPI,KARNATAKA
576111,Karkal,UDUPI,KARNATAKA
576112,Karkal,UDUPI,KARNATAKA
576113,Udupi,UDUPI,KARNATAKA
576114,Udupi,UDUPI,KARNATAKA
576115,Udupi,UDUPI,KARNATAKA
576117,Karkal,UDUPI,KARNATAKA
576120,Udupi,UDUPI,KARNATAKA
576121,Karkal,UDUPI,KARNATAKA
576122,Udupi,UDUPI,KARNATAKA
576124,Udupi,UDUPI,KARNATAKA
576201,Kundapura,UDUPI,KARNATAKA
576210,Udupi,UDUPI,KARNATAKA
576211,Kundapura,UDUPI,KARNATAKA
576212,Kundapura,UDUPI,KARNATAKA
576213,Udupi,UDUPI,KARNATAKA
576214,Kundapura,UDUPI,KARNATAKA
576215,Udupi,UDUPI,KARNATAKA
576216,Kundapura,UDUPI,KARNATAKA
576217,Kundapura,UDUPI,KARNATAKA
576218,Udupi,UDUPI,KARNATAKA
576219,Kundapura,UDUPI,KARNATAKA
576220,Kundapura,UDUPI,KARNATAKA
576221,Udupi,UDUPI,KARNATAKA
576222,Kundapura,UDUPI,KARNATAKA
576223,Udupi,UDUPI,KARNATAKA
576224,Kundapura,UDUPI,KARNATAKA
576225,Udupi,UDUPI,KARNATAKA
576226,Udupi,UDUPI,KARNATAKA
576227,Kundapura,UDUPI,KARNATAKA
576228,Kundapura,UDUPI,KARNATAKA
576229,Kundapura,UDUPI,KARNATAKA
576230,Kundapura,UDUPI,KARNATAKA
576231,Kundapura,UDUPI,KARNATAKA
576232,Kundapura,UDUPI,KARNATAKA
576233,Kundapura,UDUPI,KARNATAKA
576234,Udupi,UDUPI,KARNATAKA
576235,Kundapura,UDUPI,KARNATAKA
576247,Kundapura,UDUPI,KARNATAKA
576257,Kundapura,UDUPI,KARNATAKA
576282,Kundapura,UDUPI,KARNATAKA
576283,Kundapura,UDUPI,KARNATAKA
577001,Davanagere,DAVANGARE,KARNATAKA
577002,Davanagere,DAVANGARE,KARNATAKA
577003,Davanagere,DAVANGARE,KARNATAKA
577004,Davanagere,DAVANGARE,KARNATAKA
577005,Davanagere,DAVANGARE,KARNATAKA
577006,Davanagere,DAVANGARE,KARNATAKA
577007,Davanagere,DAVANGARE,KARNATAKA
577101,Chikmagalur,CHICKMAGALUR,KARNATAKA
577102,Chikmagalur,CHICKMAGALUR,KARNATAKA
577111,Chikmagalur,CHICKMAGALUR,KARNATAKA
577112,Narasimharajapura,CHICKMAGALUR,KARNATAKA
577113,Mudigere,CHICKMAGALUR,KARNATAKA
577114,Koppa,CHICKMAGALUR,KARNATAKA
577115,Bhadravati,SHIMOGA,KARNATAKA
577116,Kadur,CHICKMAGALUR,KARNATAKA
577117,Koppa,CHICKMAGALUR,KARNATAKA
577120,Koppa,CHICKMAGALUR,KARNATAKA
577121,Mudigere,CHICKMAGALUR,KARNATAKA
577122,Mudigere,CHICKMAGALUR,KARNATAKA
577123,Koppa,CHICKMAGALUR,KARNATAKA
577124,Mudigere,CHICKMAGALUR,KARNATAKA
577125,Koppa,CHICKMAGALUR,KARNATAKA
577126,Koppa,CHICKMAGALUR,KARNATAKA
577127,Narasimharajapura,CHICKMAGALUR,KARNATAKA
577128,Tarikere,CHICKMAGALUR,KARNATAKA
577129,Tarikere,CHICKMAGALUR,KARNATAKA
577130,Chikmagalur,CHICKMAGALUR,KARNATAKA
577131,Chikmagalur,CHICKMAGALUR,KARNATAKA
577132,Mudigere,CHICKMAGALUR,KARNATAKA
577133,Chikmagalur,CHICKMAGALUR,KARNATAKA
577134,Narasimharajapura,CHICKMAGALUR,KARNATAKA
577135,Kadur,CHICKMAGALUR,KARNATAKA
577136,Chikmagalur,CHICKMAGALUR,KARNATAKA
577137,Chikmagalur,CHICKMAGALUR,KARNATAKA
577138,Kadur,CHICKMAGALUR,KARNATAKA
577139,Sringeri,CHICKMAGALUR,KARNATAKA
577140,Kadur,CHICKMAGALUR,KARNATAKA
577142,Mudigere,CHICKMAGALUR,KARNATAKA
577144,Tarikere,CHICKMAGALUR,KARNATAKA
577145,Tarikere,CHICKMAGALUR,KARNATAKA
577146,Chikmagalur,CHICKMAGALUR,KARNATAKA
577160,Narasimharajapura,CHICKMAGALUR,KARNATAKA
577168,Chikmagalur,CHICKMAGALUR,KARNATAKA
577175,Kadur,CHICKMAGALUR,KARNATAKA
577179,Mudigere,CHICKMAGALUR,KARNATAKA
577180,Kadur,CHICKMAGALUR,KARNATAKA
577181,Mudigere,CHICKMAGALUR,KARNATAKA
577182,Kadur,CHICKMAGALUR,KARNATAKA
577201,Shimoga,SHIMOGA,KARNATAKA
577202,Shimoga,SHIMOGA,KARNATAKA
577203,Shimoga,SHIMOGA,KARNATAKA
577204,Shimoga,SHIMOGA,KARNATAKA
577205,Shimoga,SHIMOGA,KARNATAKA
577211,Shimoga,SHIMOGA,KARNATAKA
577213,Channagiri,DAVANGARE,KARNATAKA
577214,Shikarpur,SHIMOGA,KARNATAKA
577215,Channagiri,DAVANGARE,KARNATAKA
577216,Shimoga,SHIMOGA,KARNATAKA
577217,Honnali,DAVANGARE,KARNATAKA
577218,Channagiri,DAVANGARE,KARNATAKA
577219,Honnali,DAVANGARE,KARNATAKA
577220,Tirthahalli,SHIMOGA,KARNATAKA
577221,Channagiri,DAVANGARE,KARNATAKA
577222,Shimoga,SHIMOGA,KARNATAKA
577223,Honnali,DAVANGARE,KARNATAKA
577224,Honnali,DAVANGARE,KARNATAKA
577225,Honnali,DAVANGARE,KARNATAKA
577226,Tirthahalli,SHIMOGA,KARNATAKA
577227,Bhadravati,SHIMOGA,KARNATAKA
577228,Tarikere,CHICKMAGALUR,KARNATAKA
577229,Bhadravati,SHIMOGA,KARNATAKA
577230,Honnali,DAVANGARE,KARNATAKA
577231,Channagiri,DAVANGARE,KARNATAKA
577232,Tirthahalli,SHIMOGA,KARNATAKA
577233,Bhadravati,SHIMOGA,KARNATAKA
577243,Bhadravati,SHIMOGA,KARNATAKA
577245,Bhadravati,SHIMOGA,KARNATAKA
577301,Bhadravati,SHIMOGA,KARNATAKA
577302,Bhadravati,SHIMOGA,KARNATAKA
577401,Sagar,SHIMOGA,KARNATAKA
577411,Tirthahalli,SHIMOGA,KARNATAKA
577412,Sagar,SHIMOGA,KARNATAKA
577413,Sorab,SHIMOGA,KARNATAKA
577414,Tirthahalli,SHIMOGA,KARNATAKA
577415,Tirthahalli,SHIMOGA,KARNATAKA
577416,Shimoga,SHIMOGA,KARNATAKA
577417,Sagar,SHIMOGA,KARNATAKA
577418,Hosanagara,SHIMOGA,KARNATAKA
577419,Sorab,SHIMOGA,KARNATAKA
577421,Sagar,SHIMOGA,KARNATAKA
577422,Tirthahalli,SHIMOGA,KARNATAKA
577423,Shimoga,SHIMOGA,KARNATAKA
577424,Tirthahalli,SHIMOGA,KARNATAKA
577425,Hosanagara,SHIMOGA,KARNATAKA
577426,Hosanagara,SHIMOGA,KARNATAKA
577427,Shikarpur,SHIMOGA,KARNATAKA
577428,Shikarpur,SHIMOGA,KARNATAKA
577429,Sorab,SHIMOGA,KARNATAKA
577430,Sagar,SHIMOGA,KARNATAKA
577431,Sagar,SHIMOGA,KARNATAKA
577432,Tirthahalli,SHIMOGA,KARNATAKA
577433,Shikarpur,SHIMOGA,KARNATAKA
577434,Sorab,SHIMOGA,KARNATAKA
577435,Sagar,SHIMOGA,KARNATAKA
577436,Hosanagara,SHIMOGA,KARNATAKA
577448,Hosanagara,SHIMOGA,KARNATAKA
577451,Bhadravati,SHIMOGA,KARNATAKA
577452,Hosanagara,SHIMOGA,KARNATAKA
577453,Sagar,SHIMOGA,KARNATAKA
577501,Chitradurga,CHITRADURGA,KARNATAKA
577502,Chitradurga,CHITRADURGA,KARNATAKA
577511,Hiriyur,CHITRADURGA,KARNATAKA
577512,Davanagere,DAVANGARE,KARNATAKA
577513,Jagalur,DAVANGARE,KARNATAKA
577514,Davanagere,DAVANGARE,KARNATAKA
577515,Hosadurga,CHITRADURGA,KARNATAKA
577516,Harihar,DAVANGARE,KARNATAKA
577517,Chitradurga,CHITRADURGA,KARNATAKA
577518,Holalkere,CHITRADURGA,KARNATAKA
577519,Chitradurga,CHITRADURGA,KARNATAKA
577520,Chitradurga,CHITRADURGA,KARNATAKA
577521,Chitradurga,CHITRADURGA,KARNATAKA
577522,Challakere,CHITRADURGA,KARNATAKA
577523,Holalkere,CHITRADURGA,KARNATAKA
577524,Chitradurga,CHITRADURGA,KARNATAKA
577525,Davanagere,DAVANGARE,KARNATAKA
577526,Holalkere,CHITRADURGA,KARNATAKA
577527,Hosadurga,CHITRADURGA,KARNATAKA
577528,Jagalur,DAVANGARE,KARNATAKA
577529,Challakere,CHITRADURGA,KARNATAKA
577530,Harihar,DAVANGARE,KARNATAKA
577531,Holalkere,CHITRADURGA,KARNATAKA
577532,Hiriyur,CHITRADURGA,KARNATAKA
577533,Hosadurga,CHITRADURGA,KARNATAKA
577534,Davanagere,DAVANGARE,KARNATAKA
577535,Molakalmuru,CHITRADURGA,KARNATAKA
577536,Challakere,CHITRADURGA,KARNATAKA
577537,Challakere,CHITRADURGA,KARNATAKA
577538,Challakere,CHITRADURGA,KARNATAKA
577539,Holalkere,CHITRADURGA,KARNATAKA
577540,Molakalmuru,CHITRADURGA,KARNATAKA
577541,Chitradurga,CHITRADURGA,KARNATAKA
577542,Hosadurga,CHITRADURGA,KARNATAKA
577543,Challakere,CHITRADURGA,KARNATAKA
577544,Channagiri,DAVANGARE,KARNATAKA
577545,Hiriyur,CHITRADURGA,KARNATAKA
577546,Hiriyur,CHITRADURGA,KARNATAKA
577547,Tarikere,CHICKMAGALUR,KARNATAKA
577548,Kadur,CHICKMAGALUR,KARNATAKA
577549,Tarikere,CHICKMAGALUR,KARNATAKA
577550,Tarikere,CHICKMAGALUR,KARNATAKA
577551,Channagiri,DAVANGARE,KARNATAKA
577552,Channagiri,DAVANGARE,KARNATAKA
577553,Jagalur,DAVANGARE,KARNATAKA
577554,Hosadurga,CHITRADURGA,KARNATAKA
577555,Chitradurga,CHITRADURGA,KARNATAKA
577556,Davanagere,DAVANGARE,KARNATAKA
577557,Holalkere,CHITRADURGA,KARNATAKA
577558,Hiriyur,CHITRADURGA,KARNATAKA
577566,Davanagere,DAVANGARE,KARNATAKA
577589,Davanagere,DAVANGARE,KARNATAKA
577596,Hiriyur,CHITRADURGA,KARNATAKA
577597,Hosadurga,CHITRADURGA,KARNATAKA
577598,Hiriyur,CHITRADURGA,KARNATAKA
577599,Hiriyur,CHITRADURGA,KARNATAKA
577601,Harihar,DAVANGARE,KARNATAKA
580001,Dharwad,DHARWARD,KARNATAKA
580002,Dharwad,DHARWARD,KARNATAKA
580003,Dharwad,DHARWARD,KARNATAKA
580004,Dharwad,DHARWARD,KARNATAKA
580005,Dharwad,DHARWARD,KARNATAKA
580006,Dharwad,DHARWARD,KARNATAKA
580007,Dharwad,DHARWARD,KARNATAKA
580008,Dharwad,DHARWARD,KARNATAKA
580009,Dharwad,DHARWARD,KARNATAKA
580011,Dharwad,DHARWARD,KARNATAKA
580020,Hubli,DHARWARD,KARNATAKA
580021,Hubli,DHARWARD,KARNATAKA
580023,Hubli,DHARWARD,KARNATAKA
580024,Hubli,DHARWARD,KARNATAKA
580025,Hubli,DHARWARD,KARNATAKA
580026,Hubli,DHARWARD,KARNATAKA
580028,Hubli,DHARWARD,KARNATAKA
580029,Hubli,DHARWARD,KARNATAKA
580030,Hubli,DHARWARD,KARNATAKA
580031,Hubli,DHARWARD,KARNATAKA
580032,Hubli,DHARWARD,KARNATAKA
580112,Dharwad,DHARWARD,KARNATAKA
580114,Kalghatgi,DHARWARD,KARNATAKA
580118,Dharwad,DHARWARD,KARNATAKA
581101,Hangal,HAVERI,KARNATAKA
581102,Hangal,HAVERI,KARNATAKA
581103,Dharwad,DHARWARD,KARNATAKA
581104,Hangal,HAVERI,KARNATAKA
581105,Dharwad,DHARWARD,KARNATAKA
581106,Byadgi,HAVERI,KARNATAKA
581107,Kundgol,DHARWARD,KARNATAKA
581108,Haveri,HAVERI,KARNATAKA
581109,Hirekerur,HAVERI,KARNATAKA
581110,Haveri,HAVERI,KARNATAKA
581111,Hirekerur,HAVERI,KARNATAKA
581112,Savanur,HAVERI,KARNATAKA
581113,Kundgol,DHARWARD,KARNATAKA
581115,Ranibennur,HAVERI,KARNATAKA
581116,Hirekerur,HAVERI,KARNATAKA
581117,Kundgol,DHARWARD,KARNATAKA
581118,Savanur,HAVERI,KARNATAKA
581119,Ranibennur,HAVERI,KARNATAKA
581120,Hangal,HAVERI,KARNATAKA
581121,Supa,UTTARA KANNADA,KARNATAKA
581123,Ranibennur,HAVERI,KARNATAKA
581126,Shiggaon,HAVERI,KARNATAKA
581128,Haveri,HAVERI,KARNATAKA
581129,Supa,UTTARA KANNADA,KARNATAKA
581145,Ranibennur,HAVERI,KARNATAKA
581148,Hangal,HAVERI,KARNATAKA
581186,Supa,UTTARA KANNADA,KARNATAKA
581187,Supa,UTTARA KANNADA,KARNATAKA
581193,Shiggaon,HAVERI,KARNATAKA
581195,Kundgol,DHARWARD,KARNATAKA
581196,Kalghatgi,DHARWARD,KARNATAKA
581197,Shiggaon,HAVERI,KARNATAKA
581198,Byadgi,HAVERI,KARNATAKA
581199,Hangal,HAVERI,KARNATAKA
581201,Dharwad,DHARWARD,KARNATAKA
581202,Shiggaon,HAVERI,KARNATAKA
581203,Hangal,HAVERI,KARNATAKA
581204,Kalghatgi,DHARWARD,KARNATAKA
581205,Shiggaon,HAVERI,KARNATAKA
581206,Dharwad,DHARWARD,KARNATAKA
581207,Hubli,DHARWARD,KARNATAKA
581208,Ranibennur,HAVERI,KARNATAKA
581209,Navalgund,DHARWARD,KARNATAKA
581210,Hirekerur,HAVERI,KARNATAKA
581211,Ranibennur,HAVERI,KARNATAKA
581212,Shiggaon,HAVERI,KARNATAKA
581213,Haveri,HAVERI,KARNATAKA
581301,Karwar,UTTARA KANNADA,KARNATAKA
581302,Karwar,UTTARA KANNADA,KARNATAKA
581303,Karwar,UTTARA KANNADA,KARNATAKA
581304,Karwar,UTTARA KANNADA,KARNATAKA
581305,Karwar,UTTARA KANNADA,KARNATAKA
581306,Karwar,UTTARA KANNADA,KARNATAKA
581307,Karwar,UTTARA KANNADA,KARNATAKA
581308,Karwar,UTTARA KANNADA,KARNATAKA
581314,Ankola,UTTARA KANNADA,KARNATAKA
581315,Sirsi,UTTARA KANNADA,KARNATAKA
581316,Ankola,UTTARA KANNADA,KARNATAKA
581317,Karwar,UTTARA KANNADA,KARNATAKA
581318,Sirsi,UTTARA KANNADA,KARNATAKA
581319,Kumta,UTTARA KANNADA,KARNATAKA
581320,Bhatkal,UTTARA KANNADA,KARNATAKA
581321,Ankola,UTTARA KANNADA,KARNATAKA
581322,Siddapur,UTTARA KANNADA,KARNATAKA
581323,Kumta,UTTARA KANNADA,KARNATAKA
581324,Karwar,UTTARA KANNADA,KARNATAKA
581325,Haliyal,UTTARA KANNADA,KARNATAKA
581326,Kumta,UTTARA KANNADA,KARNATAKA
581327,Kumta,UTTARA KANNADA,KARNATAKA
581328,Karwar,UTTARA KANNADA,KARNATAKA
581329,Haliyal,UTTARA KANNADA,KARNATAKA
581330,Kumta,UTTARA KANNADA,KARNATAKA
581331,Siddapur,UTTARA KANNADA,KARNATAKA
581332,Kumta,UTTARA KANNADA,KARNATAKA
581333,Kumta,UTTARA KANNADA,KARNATAKA
581334,Honavar,UTTARA KANNADA,KARNATAKA
581335,Honavar,UTTARA KANNADA,KARNATAKA
581336,Sirsi,UTTARA KANNADA,KARNATAKA
581337,Yellapur,UTTARA KANNADA,KARNATAKA
581338,Honavar,UTTARA KANNADA,KARNATAKA
581339,Karwar,UTTARA KANNADA,KARNATAKA
581340,Siddapur,UTTARA KANNADA,KARNATAKA
581341,Honavar,UTTARA KANNADA,KARNATAKA
581342,Honavar,UTTARA KANNADA,KARNATAKA
581343,Kumta,UTTARA KANNADA,KARNATAKA
581344,Ankola,UTTARA KANNADA,KARNATAKA
581345,Karwar,UTTARA KANNADA,KARNATAKA
581346,Mundgod,UTTARA KANNADA,KARNATAKA
581347,Yellapur,UTTARA KANNADA,KARNATAKA
581348,Honavar,UTTARA KANNADA,KARNATAKA
581349,Mundgod,UTTARA KANNADA,KARNATAKA
581350,Bhatkal,UTTARA KANNADA,KARNATAKA
581351,Kumta,UTTARA KANNADA,KARNATAKA
581352,Karwar,UTTARA KANNADA,KARNATAKA
581353,Ankola,UTTARA KANNADA,KARNATAKA
581354,Bhatkal,UTTARA KANNADA,KARNATAKA
581355,Siddapur,UTTARA KANNADA,KARNATAKA
581356,Haliyal,UTTARA KANNADA,KARNATAKA
581357,Ankola,UTTARA KANNADA,KARNATAKA
581358,Sirsi,UTTARA KANNADA,KARNATAKA
581359,Yellapur,UTTARA KANNADA,KARNATAKA
581360,Karwar,UTTARA KANNADA,KARNATAKA
581361,Honavar,UTTARA KANNADA,KARNATAKA
581362,Kumta,UTTARA KANNADA,KARNATAKA
581363,Haliyal,UTTARA KANNADA,KARNATAKA
581365,Supa,UTTARA KANNADA,KARNATAKA
581384,Honavar,UTTARA KANNADA,KARNATAKA
581396,Karwar,UTTARA KANNADA,KARNATAKA
581400,Karwar,UTTARA KANNADA,KARNATAKA
581401,Sirsi,UTTARA KANNADA,KARNATAKA
581402,Sirsi,UTTARA KANNADA,KARNATAKA
581403,Sirsi,UTTARA KANNADA,KARNATAKA
581411,Mundgod,UTTARA KANNADA,KARNATAKA
581412,Yellapur,UTTARA KANNADA,KARNATAKA
581421,Bhatkal,UTTARA KANNADA,KARNATAKA
581423,Honavar,UTTARA KANNADA,KARNATAKA
581440,Kumta,UTTARA KANNADA,KARNATAKA
581450,Siddapur,UTTARA KANNADA,KARNATAKA
581453,Supa,UTTARA KANNADA,KARNATAKA
582101,Gadag,GADAG,KARNATAKA
582102,Gadag,GADAG,KARNATAKA
582103,Gadag,GADAG,KARNATAKA
582111,Ron,GADAG,KARNATAKA
582112,Shirhatti,GADAG,KARNATAKA
582113,Mundargi,GADAG,KARNATAKA
582114,Ron,GADAG,KARNATAKA
582115,Gadag,GADAG,KARNATAKA
582116,Shirhatti,GADAG,KARNATAKA
582117,Shirhatti,GADAG,KARNATAKA
582118,Mundargi,GADAG,KARNATAKA
582119,Ron,GADAG,KARNATAKA
582120,Shirhatti,GADAG,KARNATAKA
582201,Navalgund,DHARWARD,KARNATAKA
582202,Ron,GADAG,KARNATAKA
582203,Ron,GADAG,KARNATAKA
582204,Gadag,GADAG,KARNATAKA
582205,Gadag,GADAG,KARNATAKA
582206,Nargund,GADAG,KARNATAKA
582207,Nargund,GADAG,KARNATAKA
582208,Navalgund,DHARWARD,KARNATAKA
582209,Ron,GADAG,KARNATAKA
582210,Shirhatti,GADAG,KARNATAKA
582211,Ron,GADAG,KARNATAKA
583101,Bellary,BELLARY,KARNATAKA
583102,Bellary,BELLARY,KARNATAKA
583103,Bellary,BELLARY,KARNATAKA
583104,Bellary,BELLARY,KARNATAKA
583105,Bellary,BELLARY,KARNATAKA
583111,Bellary,BELLARY,KARNATAKA
583112,Sandur,BELLARY,KARNATAKA
583113,Bellary,BELLARY,KARNATAKA
583114,Siruguppa,BELLARY,KARNATAKA
583115,Bellary,BELLARY,KARNATAKA
583116,Bellary,BELLARY,KARNATAKA
583117,Bellary,BELLARY,KARNATAKA
583118,Sandur,BELLARY,KARNATAKA
583119,Sandur,BELLARY,KARNATAKA
583120,Siruguppa,BELLARY,KARNATAKA
583121,Siruguppa,BELLARY,KARNATAKA
583122,Siruguppa,BELLARY,KARNATAKA
583123,Sandur,BELLARY,KARNATAKA
583124,Sandur,BELLARY,KARNATAKA
583125,Harapanahalli,DAVANGARE,KARNATAKA
583126,Kudligi,BELLARY,KARNATAKA
583127,Harapanahalli,DAVANGARE,KARNATAKA
583128,Sandur,BELLARY,KARNATAKA
583129,Hospet,BELLARY,KARNATAKA
583130,Kudligi,BELLARY,KARNATAKA
583131,Harapanahalli,DAVANGARE,KARNATAKA
583132,Hospet,BELLARY,KARNATAKA
583134,Kudligi,BELLARY,KARNATAKA
583135,Kudligi,BELLARY,KARNATAKA
583136,Kudligi,BELLARY,KARNATAKA
583137,Harapanahalli,DAVANGARE,KARNATAKA
583152,Sandur,BELLARY,KARNATAKA
583154,Siruguppa,BELLARY,KARNATAKA
583201,Hospet,BELLARY,KARNATAKA
583203,Hospet,BELLARY,KARNATAKA
583211,Hospet,BELLARY,KARNATAKA
583212,Hagaribommanahalli,BELLARY,KARNATAKA
583213,Harapanahalli,DAVANGARE,KARNATAKA
583214,Hagaribommanahalli,BELLARY,KARNATAKA
583215,Hospet,BELLARY,KARNATAKA
583216,Hadagalli,BELLARY,KARNATAKA
583217,Hadagalli,BELLARY,KARNATAKA
583218,Kudligi,BELLARY,KARNATAKA
583219,Hadagalli,BELLARY,KARNATAKA
583220,Hagaribommanahalli,BELLARY,KARNATAKA
583221,Bellary,BELLARY,KARNATAKA
583222,Hospet,BELLARY,KARNATAKA
583223,Hospet,BELLARY,KARNATAKA
583224,Hagaribommanahalli,BELLARY,KARNATAKA
583225,Hospet,BELLARY,KARNATAKA
583226,Koppal,KOPPAL,KARNATAKA
583227,Gangawati,KOPPAL,KARNATAKA
583228,Koppal,KOPPAL,KARNATAKA
583229,Gangawati,KOPPAL,KARNATAKA
583230,Koppal,KOPPAL,KARNATAKA
583231,Koppal,KOPPAL,KARNATAKA
583232,Yelbarga,KOPPAL,KARNATAKA
583233,Koppal,KOPPAL,KARNATAKA
583234,Koppal,KOPPAL,KARNATAKA
583235,Gangawati,KOPPAL,KARNATAKA
583236,Yelbarga,KOPPAL,KARNATAKA
583237,Yelbarga,KOPPAL,KARNATAKA
583238,Koppal,KOPPAL,KARNATAKA
583239,Hospet,BELLARY,KARNATAKA
583268,Gangawati,KOPPAL,KARNATAKA
583275,Sandur,BELLARY,KARNATAKA
583276,Hospet,BELLARY,KARNATAKA
